season,category,rank,player,slug,headshot_id,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
2025,receiving,1,Puka Nacua,puka-nacua,ipy6qw7hdygdfc8k86ba,129,1715,10,27,3,58,80,62,1,666,166
2025,receiving,2,Trey McBride,trey-mcbride,psasp10nn5pcvkli9kil,126,1239,11,12,0,31,63,50,0,583,169
2025,receiving,3,Ja'Marr Chase,ja-marr-chase,qya3dtjb5kgofcuj2tuw,125,1412,8,15,2,64,73,58.4,1,640,185
2025,receiving,4,Jaxon Smith-Njigba,jaxon-smith-njigba,yx1xjrupbqdknnjaq4a6,119,1793,10,27,8,63,79,66.4,3,528,163
2025,receiving,5,Amon-Ra St. Brown,amon-ra-st-brown,fd8nwhm6pvxfyzphzl6i,117,1401,11,19,1,52,71,60.7,1,570,172
2025,receiving,6,Christian McCaffrey,christian-mccaffrey,st82s2ytyzanatcmkqck,102,924,7,7,0,39,49,48,1,720,129
2025,receiving,7,Chris Olave,chris-olave,onmxufsprtvglhejg94o,100,1163,9,11,4,62,53,53,0,289,156
2025,receiving,8,George Pickens,george-pickens,cbpyykoguf7rsxezqzvk,93,1429,9,22,4,45,73,78.5,4,479,137
2025,receiving,9,Wan'Dale Robinson,wan-dale-robinson,yzcvyhmilvxedfjfjglc,92,1014,4,14,2,50,39,42.4,1,386,140
2025,receiving,10,Kyle Pitts,kyle-pitts,xczipzxvytnmvgznhhb4,88,928,5,12,0,36,51,58,0,400,118
2025,receiving,11,Zay Flowers,zay-flowers,xzhto2dejy2pflkfx40c,86,1211,5,19,4,64,48,55.8,3,458,118
2025,receiving,12,Stefon Diggs,stefon-diggs,cemcexmscsarpvwhafln,85,1013,4,17,0,34,51,60,0,354,102
2025,receiving,13,Justin Jefferson,justin-jefferson,htjevkugzk6ietrjysny,84,1048,2,12,2,50,47,56,0,451,141
2025,receiving,14,Jake Ferguson,jake-ferguson,xpykb0tbosfwsn6dqstb,82,600,8,2,0,26,30,36.6,3,307,102
2025,receiving,15,Dalton Schultz,dalton-schultz,ym8sbkev8l4scnrc0vd8,82,777,3,5,1,47,39,47.6,1,358,106
2025,receiving,16,Keenan Allen,keenan-allen,ri267r6lzfwarh89hsn6,81,777,4,6,0,31,49,60.5,2,231,122
2025,receiving,17,Michael Pittman,michael-pittman-2,q1ythn05kwcmdr4mwzll,80,784,7,5,0,27,47,58.8,0,259,111
2025,receiving,18,Bijan Robinson,bijan-robinson,esii5yb8yn9edboi4mlq,79,820,4,10,4,69,34,43,1,857,103
2025,receiving,19,A.J. Brown,a-j-brown,qfhvjyssf0lwsh0kienp,78,1003,7,14,1,45,47,60.3,0,268,121
2025,receiving,20,Michael Wilson,michael-wilson,hm2b9z4zujjmbiyldh8n,78,1006,7,14,2,50,51,65.4,0,273,126
2025,receiving,21,Jahmyr Gibbs,jahmyr-gibbs,cursejnmmp1i9hnxihkj,77,616,5,7,1,42,28,36.4,0,615,94
2025,receiving,22,Juwan Johnson,juwan-johnson,ahzqkvhjot6lygwr4ccb,77,889,3,11,1,52,41,53.2,2,362,102
2025,receiving,23,DeVonta Smith,devonta-smith,k724kq3hyv7jc0y9s03x,77,1008,4,14,4,79,44,57.1,0,293,113
2025,receiving,24,Travis Kelce,travis-kelce,dpxovcfku6ud2aohgf6a,76,851,5,9,1,44,45,59.2,1,424,108
2025,receiving,25,Tyler Warren,tyler-warren,f1mfwwrr3qvnxuiackgq,76,817,4,10,1,41,42,55.3,0,474,112
2025,receiving,26,CeeDee Lamb,ceedee-lamb,mbblzwtynxr15ovzkevi,75,1077,3,16,3,74,43,57.3,0,323,117
2025,receiving,27,Jakobi Meyers,jakobi-meyers,zrs4ij8mvw7wr1uujwew,75,835,3,10,2,50,43,57.3,1,282,110
2025,receiving,28,Courtland Sutton,courtland-sutton,kqwmqcrlrwmqcvfuguhs,74,1017,7,17,2,52,52,70.3,0,222,124
2025,receiving,29,Kenny Gainwell,kenneth-gainwell,eo62l8ec8e3lzt86ihth,73,486,3,3,1,45,23,31.5,1,528,85
2025,receiving,30,Harold Fannin Jr.,harold-fannin-jr,fxublmpnxx9uggsddwik,72,731,6,8,0,35,32,44.4,0,352,107
2025,receiving,31,Deebo Samuel Sr.,deebo-samuel,ntgyhqg6hq7fanhhsqiw,72,727,5,10,1,41,32,44.4,1,466,99
2025,receiving,32,Khalil Shakir,khalil-shakir,syvp3hficobwcsim3i9v,72,719,4,8,3,54,29,40.3,1,541,95
2025,receiving,33,Nico Collins,nico-collins,fguybjrn1kwflxm5szwq,71,1117,6,18,5,57,48,67.6,1,324,120
2025,receiving,34,Tetairoa McMillan,tetairoa-mcmillan,gilgvjemumd6kpc9eiku,70,1014,7,17,3,43,55,78.6,1,269,122
2025,receiving,35,Chase Brown,chase-brown,tch3y6jlj7khvyi9jg0c,69,437,5,2,0,23,18,26.1,1,450,88
2025,receiving,36,Drake London,drake-london,mcllowcfrmmdeo4zy3g1,68,919,7,13,3,43,46,67.6,1,229,112
2025,receiving,37,De'Von Achane,devon-achane,xk1xwio0bryfxo1ylweu,67,488,4,4,0,29,23,34.3,0,552,85
2025,receiving,38,Ladd McConkey,ladd-mcconkey,q2sk7yforrkiusvruo1o,66,789,6,8,2,58,35,53,0,310,106
2025,receiving,39,Troy Franklin,troy-franklin,wgfbgxjntyqzojpizgaj,65,709,6,9,2,48,32,49.2,1,282,104
2025,receiving,40,Jameson Williams,jameson-williams,byiptqggtglvy5qrw5wp,65,1117,7,23,5,64,49,75.4,0,441,102
2025,receiving,41,Brock Bowers,brock-bowers,waorceny0ggpaeckaol8,64,680,7,8,0,38,36,56.2,0,305,86
2025,receiving,42,Jaylen Waddle,jaylen-waddle,gkh7m1jedon9mwn5jlf1,64,910,6,14,3,46,48,75,1,228,100
2025,receiving,43,Emeka Egbuka,emeka-egbuka,z224kbzs62rjuykc0vha,63,938,6,20,3,77,34,54,0,335,127
2025,receiving,44,Davante Adams,davante-adams,tdzluk4xau3arxqk9zsl,60,789,14,14,1,44,51,85,0,117,114
2025,receiving,45,Dallas Goedert,dallas-goedert,bafepstxu7vvxb9v5vua,60,591,11,7,0,36,34,56.7,0,234,82
2025,receiving,46,Hunter Henry,hunter-henry,cvlunbqgztudbhjrug7l,60,768,7,11,0,36,42,70,0,335,87
2025,receiving,47,Tee Higgins,tee-higgins,gpwtyv3viwy9q4ewderl,59,846,11,14,3,44,41,69.5,0,166,98
2025,receiving,48,DK Metcalf,d-k-metcalf,kxql4sjfelubhxawu2zh,59,850,6,15,3,80,37,62.7,0,414,99
2025,receiving,49,Cade Otton,cade-otton,yanr6h9aplae3jyzimf7,59,572,1,7,0,27,25,42.4,0,309,81
2025,receiving,50,Rashid Shaheed,rashid-shaheed,ku2naisfbxmzgagxojnm,59,687,2,6,1,87,29,49.2,1,177,92
2025,receiving,51,Josh Downs,josh-downs,z3wahaxpmc6d5lcxgh60,58,566,4,4,0,34,36,62.1,0,144,88
2025,receiving,52,Colston Loveland,colston-loveland,cnxiyi76jeahgx94nh6d,58,713,6,10,1,58,35,60.3,0,250,82
2025,receiving,53,Parker Washington,parker-washington,yn0hc5xrz5nqeccg8two,58,847,5,17,2,63,37,63.8,0,265,95
2025,receiving,54,George Kittle,george-kittle,vkicdglglkyukgyxtmpx,57,628,7,9,0,33,38,66.7,0,252,69
2025,receiving,55,Tre Tucker,tre-tucker,hazzk3hrcequzosdgzgv,57,696,5,9,1,61,32,56.1,0,291,92
2025,receiving,56,Chig Okonkwo,chigoziem-okonkwo,pzcez6pi9tpdqkmjjnzk,56,560,2,6,1,43,24,42.9,0,342,79
2025,receiving,57,Romeo Doubs,romeo-doubs,yxvzijmgwyyigljxfmyb,55,724,6,12,2,48,41,74.6,1,163,85
2025,receiving,58,Ashton Jeanty,ashton-jeanty,syspis1mntov9kgspb7r,55,346,5,3,1,60,13,23.6,1,452,73
2025,receiving,59,Jauan Jennings,jauan-jennings,ben8kbygzzlid6ltmdum,55,643,9,9,1,42,36,65.4,1,181,90
2025,receiving,60,Rashee Rice,rashee-rice,qhkbqrydjeur8zvrrmfl,53,571,5,9,2,47,28,52.8,1,414,78
2025,receiving,61,AJ Barner,aj-barner,i0esiguve9if4ts5mm1q,52,519,6,3,1,61,26,50,2,271,68
2025,receiving,62,T.J. Hockenson,t-j-hockenson,rs8o65x0u0n9xzde0fd6,51,438,3,3,0,29,22,43.1,0,219,66
2025,receiving,63,Quentin Johnston,quentin-johnston,lyvsrjh4mjb4dqwp6shm,51,735,8,13,3,60,27,52.9,1,221,84
2025,receiving,64,Evan Engram,evan-engram,nucl2dxmpvhlywhyro8o,50,461,1,4,1,41,19,38,0,302,76
2025,receiving,65,Zach Ertz,zach-ertz,xktmmeumuoglbuam75iz,50,504,4,5,0,30,25,50,1,123,72
2025,receiving,66,Jerry Jeudy,jerry-jeudy,szca1v9butuqkjs7ekpm,50,602,2,6,1,60,31,62,1,166,106
2025,receiving,67,DJ Moore,d-j-moore,lsavpxtqoqu25emwcnvy,50,682,6,12,2,46,32,64,1,222,85
2025,receiving,68,Marquise Brown,marquise-brown,shkjxggufymydgp6wk3p,49,587,5,7,3,51,29,59.2,1,190,74
2025,receiving,69,Oronde Gadsden II,oronde-gadsden-ii,r8b4oghjwhw8x9nv1wbs,49,664,3,11,2,53,28,57.1,1,221,69
2025,receiving,70,Mark Andrews,mark-andrews,u4xzz7tclch0tpzm9hhz,48,422,5,3,0,27,24,50,1,101,70
2025,receiving,71,Chimere Dike,chimere-dike,cbcpv4931dqmgsu3anvo,48,423,4,6,0,38,20,41.7,0,220,74
2025,receiving,72,Brian Thomas Jr.,brian-thomas-jr,plnekkriys4cm11rnxwl,48,707,2,11,1,46,33,68.8,0,159,91
2025,receiving,73,Luther Burden III,luther-burden-iii,iyuwdz7pbowdkwzq2tg5,47,652,2,11,2,65,27,57.4,0,334,60
2025,receiving,74,RJ Harvey,rj-harvey,szxmro5enrxlscvv67xg,47,356,5,2,0,32,18,38.3,0,360,58
2025,receiving,75,Cooper Kupp,cooper-kupp,kjixprihktsfog6wx9sq,47,593,2,8,1,67,26,55.3,1,293,70
2025,receiving,76,Alec Pierce,alec-pierce,qcg9t51wgp3hicavmkmy,47,1003,6,17,5,66,41,87.2,0,174,84
2025,receiving,77,Mack Hollins,mack-hollins,qbz7whjzsittudcecezw,46,550,2,8,1,54,28,60.9,1,108,65
2025,receiving,78,Brenton Strange,brenton-strange,devxzxwf1sfficgncggm,46,540,3,9,0,30,28,60.9,0,247,60
2025,receiving,79,Jonathan Taylor,jonathan-taylor,yw46ky6akdm7h7siofu8,46,378,2,3,1,43,15,32.6,1,434,55
2025,receiving,80,Malik Washington,malik-washington,dmaiwnmaal9nrwfskl28,46,317,3,2,0,28,16,34.8,0,253,65
2025,receiving,81,Theo Johnson,theo-johnson,fv2jbzlocr1o3ahkru43,45,528,5,8,2,42,25,55.6,0,187,74
2025,receiving,82,Tyjae Spears,tyjae-spears,pkly3nkohty1tuijtwty,45,264,0,3,0,34,10,22.2,0,361,50
2025,receiving,83,Gunnar Helm,gunnar-helm,hewm6ztgka7xkbl6ybvb,44,357,2,2,0,34,17,38.6,0,159,55
2025,receiving,84,Rome Odunze,rome-odunze,niewdl2p2325kpohbw9v,44,661,6,13,0,37,37,84.1,0,214,90
2025,receiving,85,Mason Taylor,mason-taylor,xittx9gih104lw1atfiv,44,369,1,2,0,27,23,52.3,0,133,65
2025,receiving,86,Colby Parkinson,colby-parkinson,qsyrgtfjj06wryahnxc9,43,408,8,4,0,26,24,55.8,1,271,56
2025,receiving,87,Jordan Addison,jordan-addison,mi4lzk9gvjrvo6rwdf1e,42,610,3,11,2,81,26,61.9,0,139,79
2025,receiving,88,Xavier Worthy,xavier-worthy,u6fmnffwteccoxn3uguq,42,532,1,9,1,42,22,52.4,0,193,73
2025,receiving,89,Elic Ayomanor,elic-ayomanor,jjmscqt6v4ecasveugoh,41,515,4,8,0,39,30,73.2,0,115,89
2025,receiving,90,Pat Freiermuth,pat-freiermuth,pyrdsypgggjshiaygkr7,41,486,4,6,1,68,21,51.2,0,255,54
2025,receiving,91,Marvin Harrison Jr.,marvin-harrison-jr,hwpoo1icpnh8emjvqaii,41,608,4,9,2,45,30,73.2,0,119,73
2025,receiving,92,Jayden Higgins,jayden-higgins,s3zuo0ysm9ncxr9o4420,41,525,6,5,1,75,28,68.3,0,123,68
2025,receiving,93,Ryan Flournoy,ryan-flournoy,tqwq3cgpqu7j9hzoyicx,40,475,4,5,3,46,29,72.5,0,204,56
2025,receiving,94,Sam LaPorta,sam-laporta,wxlk7ysg2nfq6h6ntdcu,40,489,3,6,1,40,23,57.5,0,274,49
2025,receiving,95,Jaylen Warren,jaylen-warren,dkiteytgnxar1mpaxcxv,40,333,2,2,1,65,13,32.5,0,439,45
2025,receiving,96,Rachaad White,rachaad-white,wtdhs50gcl2p6vngsnre,40,218,0,0,0,18,10,25,0,329,45
2025,receiving,97,Rico Dowdle,rico-dowdle,mx2bxccuzmdvzbksypws,39,297,1,3,0,36,14,35.9,0,350,50
2025,receiving,98,Dalton Kincaid,dalton-kincaid,z7k857flehljboaixj8m,39,571,5,13,1,47,27,69.2,1,259,49
2025,receiving,99,Sterling Shepard,sterling-shepard,l47czwi8aaznnit0se5h,39,371,1,5,0,36,18,46.2,1,149,53
2025,receiving,100,Olamide Zaccheaus,olamide-zaccheaus-x1231,zsnzd30ysrewgufbv06y,39,313,2,1,0,27,15,38.5,0,138,65
2025,receiving,101,Keon Coleman,keon-coleman,cm7g87waetksjouyjgvg,38,404,4,5,0,37,25,65.8,1,88,59
2025,receiving,102,Terry McLaurin,terry-mclaurin,tmfl2zruajmkrtcg4zxp,38,582,3,7,3,56,33,86.8,0,93,60
2025,receiving,103,Jonnu Smith,jonnu-smith,egd6llghj3n5wfdrqacw,38,222,2,1,0,21,10,26.3,1,179,54
2025,receiving,104,Saquon Barkley,saquon-barkley,qcayrzjpura2zydszonh,37,273,2,2,2,47,11,29.7,1,296,50
2025,receiving,105,Kendrick Bourne,kendrick-bourne,yzfa94cmhpcqamrwzdzk,37,551,0,5,2,56,27,73,0,165,53
2025,receiving,106,Marvin Mims Jr.,marvin-mims-jr,zbdjtph5xplbf4yocz0l,37,322,1,6,0,31,14,37.8,0,231,51
2025,receiving,107,Darius Slayton,darius-slayton,otksyfjll5waf0vsczeu,37,538,1,7,1,52,23,62.2,1,198,63
2025,receiving,108,Travis Etienne,travis-etienne,pwko5dybmjie8qqo4qz2,36,292,6,2,1,45,14,38.9,0,339,52
2025,receiving,109,Breece Hall,breece-hall,i01xtqbfajfq68lb6orh,36,350,1,4,2,42,13,36.1,0,321,48
2025,receiving,110,Josh Jacobs,josh-jacobs-x3315,uceokxeo0uqrqms3e3vl,36,282,1,4,0,31,8,22.2,0,304,44
2025,receiving,111,Dawson Knox,dawson-knox,k8bi9ppahwfmoxs8ij4w,36,417,4,5,0,32,23,63.9,0,183,49
2025,receiving,112,Ricky Pearsall,ricky-pearsall,rrv2qhkjqagb8ibzwakv,36,528,0,9,1,45,27,75,0,74,53
2025,receiving,113,Tyrone Tracy Jr.,tyrone-tracy-jr,b9nje50lohbprf06xoom,36,288,2,4,1,42,14,38.9,1,314,48
2025,receiving,114,Kyren Williams,kyren-williams,xti3pek6rmojqchakxpy,36,281,3,2,0,30,12,33.3,0,155,50
2025,receiving,115,Garrett Wilson,garrett-wilson,upxwxmhdd8xluztgqwhe,36,395,4,4,0,33,18,50,1,100,59
2025,receiving,116,TreVeyon Henderson,treveyon-henderson,ebcjvwytgu2y4kqm8ihv,35,221,1,0,0,19,7,20,0,244,42
2025,receiving,117,Xavier Hutchinson,xavier-hutchinson,n5baiu6sg9wh3xhhewkd,35,428,3,7,0,33,19,54.3,0,146,57
2025,receiving,118,Xavier Legette,xavier-legette,yoyxkitrdqbkhyqncy5p,35,363,3,7,0,36,18,51.4,1,75,64
2025,receiving,119,Michael Mayer,michael-mayer,twnkr9uq1phvukxb5jmh,35,328,1,3,0,23,18,51.4,1,196,50
2025,receiving,120,Christian Watson,christian-watson,tumeg4d32sirkab2xzu5,35,611,6,11,3,52,28,80,0,118,55
2025,receiving,121,Javonte Williams,javonte-williams,xvwroirev2kie6oiphtz,35,137,2,0,0,14,7,20,1,206,51
2025,receiving,122,Noah Fant,noah-fant-x4946,lijnonbrcmplvkcb5kqv,34,288,3,3,0,25,13,38.2,3,174,41
2025,receiving,123,D'Andre Swift,d-andre-swift,owpmwzoilitcodc6cmxo,34,299,1,3,2,55,12,35.3,0,357,48
2025,receiving,124,Jake Tonges,jake-tonges,z6goxhdhfc2m0rmwvtbl,34,293,5,2,0,23,21,61.8,0,143,46
2025,receiving,125,Kayshon Boutte,kayshon-boutte,mg4icjqhwhnc5uobmau5,33,551,6,10,0,39,27,81.8,0,38,46
2025,receiving,126,Michael Carter,michael-carter-3,cwqrxzouk4gkhfziyqre,33,267,0,0,0,18,12,36.4,0,257,45
2025,receiving,127,Jalen Coker,jalen-coker,yynz8rxen6tsvhojggiv,33,394,3,6,0,34,22,66.7,1,102,43
2025,receiving,128,James Cook,james-cook,anjbznqb9i21wzcgrtbs,33,291,2,4,1,51,11,33.3,0,272,40
2025,receiving,129,Chris Godwin Jr.,chris-godwin,ilkheljdx4hbjpisulke,33,360,2,5,1,59,21,63.6,0,206,51
2025,receiving,130,Andrei Iosivas,andrei-iosivas,xhrvbt81iohroyftuyj2,33,435,2,7,0,37,24,72.7,0,103,58
2025,receiving,131,Alvin Kamara,alvin-kamara,yxebpuskandivlh2iil4,33,186,0,2,0,26,7,21.2,1,202,39
2025,receiving,132,John Metchie III,john-metchie,nsjpnskeldxzbzckpfgg,33,274,2,1,0,22,15,45.4,0,140,48
2025,receiving,133,Adonai Mitchell,adonai-mitchell,hwwacoa3pqapd7pgahfx,33,453,2,6,2,75,15,45.4,1,80,74
2025,receiving,134,David Njoku,david-njoku,y4g1iayqrbrhdvkqywpx,33,293,4,2,0,23,11,33.3,0,160,48
2025,receiving,135,Tony Pollard,tony-pollard,mb2xdrqiys6ktlcuah2n,33,206,0,1,0,29,11,33.3,1,203,41
2025,receiving,136,Dylan Sampson,dylan-sampson,den1hzzomdxfcsgk88o5,33,271,2,2,1,66,8,24.2,1,318,40
2025,receiving,137,JuJu Smith-Schuster,juju-smith-schuster,fmjrhk2zt9z22uifctv0,33,345,1,3,0,30,19,57.6,0,191,45
2025,receiving,138,Omarion Hampton,omarion-hampton,lf2jxvxnbexlinoydbej,32,192,1,1,0,22,7,21.9,1,245,35
2025,receiving,139,Tucker Kraft,tucker-kraft,n6vu44jbq31rydoaadaq,32,489,6,6,2,59,22,68.8,0,344,44
2025,receiving,140,Tyler Lockett,tyler-lockett,gyhvviyep9iigeaobxmi,32,291,1,2,0,33,14,43.8,0,79,55
2025,receiving,141,Darnell Mooney,darnell-mooney,eaejonwaflt9drrs9ika,32,443,1,5,1,49,25,78.1,2,73,72
2025,receiving,142,Rhamondre Stevenson,rhamondre-stevenson,zmpuirvuw4r04inxth5i,32,345,2,5,1,55,11,34.4,1,263,37
2025,receiving,143,Calvin Austin III,calvin-austin-iii,qlt6ztqcbu0uzad6aavt,31,372,3,5,0,31,15,48.4,0,128,55
2025,receiving,144,Pat Bryant,pat-bryant,n91hznzkfpftxhqt1qd9,31,378,1,4,2,48,22,71,0,147,49
2025,receiving,145,DeMario Douglas,demario-douglas,cm9vnzqu5phlmsocjwgc,31,447,3,7,3,58,17,54.8,0,214,46
2025,receiving,146,Kenneth Walker III,kenneth-walker-iii,vk6nruaqdewdglofcwwg,31,282,0,5,1,46,12,38.7,1,339,36
2025,receiving,147,Darnell Washington,darnell-washington,inwx7uipfktapaump5pj,31,364,1,3,0,36,16,51.6,2,229,43
2025,receiving,148,Mike Evans,mike-evans,zc4ujpmndyxrbiyyjomz,30,368,3,5,1,45,23,76.7,0,37,62
2025,receiving,149,Tre Harris,tre-harris,v5ofh8jggzo8rygtpwl7,30,324,1,3,0,37,18,60,0,139,43
2025,receiving,150,Elijah Higgins,elijah-higgins,qgvtaa0gekopg4ad6vqe,30,301,0,4,0,27,15,50,1,209,37
2025,receiving,151,Chuba Hubbard,chuba-hubbard,rzsvnt0pxsaize2ndhxm,30,223,3,3,0,35,12,40,0,291,39
2025,receiving,152,Bucky Irving,bucky-irving,vkc00rvnix3f2b96vkwo,30,277,3,5,1,72,11,36.7,0,360,35
2025,receiving,153,Cole Kmet,cole-kmet,ysnui8mzlu2fo70ub0yt,30,347,2,5,0,31,17,56.7,0,149,48
2025,receiving,154,Dontayvion Wicks,dontayvion-wicks,v1lt8kpvkn0qw5elyaoz,30,332,2,3,0,30,21,70,0,67,46
2025,receiving,155,Greg Dortch,greg-dortch,pylafoddjiqh4rhjlhpf,29,206,3,1,0,39,10,34.5,0,194,33
2025,receiving,156,Matthew Golden,matthew-golden,dbjki6b0swksr7mk17wk,29,361,0,7,1,46,16,55.2,0,101,44
2025,receiving,157,Van Jefferson,van-jefferson,inwxk1xlvzculj8m3pah,29,350,1,6,1,43,17,58.6,0,83,52
2025,receiving,158,Jalen Nailor,jalen-nailor,nojopyt8hxuwycxyaokb,29,444,4,9,1,62,23,79.3,0,112,53
2025,receiving,159,Ja'Tavion Sanders,ja-tavion-sanders,le2akm1cbou170ioctxl,29,190,1,0,0,18,8,27.6,0,86,34
2025,receiving,160,Mike Gesicki,mike-gesicki,dykckg6we3cnw9yhpggi,28,307,2,2,0,37,19,67.9,0,63,42
2025,receiving,161,Travis Hunter,travis-hunter,absw1gfqoiztajjagmf6,28,298,1,5,1,44,12,42.9,1,140,45
2025,receiving,162,Tez Johnson,tez-johnson,ajbnpagviw0glrhf5a2e,28,322,5,3,1,45,16,57.1,0,110,44
2025,receiving,163,Aaron Jones,aaron-jones,bktkfvgfwujkdbzkcfim,28,199,1,1,0,27,9,32.1,2,227,41
2025,receiving,164,Christian Kirk,christian-kirk,ffp75mtwnqgrv0qz0txz,28,239,1,3,1,47,12,42.9,0,115,52
2025,receiving,165,Isaiah Likely,isaiah-likely,b1pahldt9ixp9lssxi2d,27,307,1,4,1,43,11,40.7,2,117,36
2025,receiving,166,Tommy Tremble,tommy-tremble,t7wjikfv09d3o1q7wjdx,27,249,2,1,1,54,10,37,0,164,37
2025,receiving,167,Greg Dulcich,greg-dulcich,kw4cwgjl4kywh6le4sfh,26,335,1,7,0,29,14,53.8,1,199,33
2025,receiving,168,Jerome Ford,jerome-ford,rntmoum7ncnyo5j2bdei,26,103,0,0,0,17,4,15.4,0,154,32
2025,receiving,169,Quinshon Judkins,quinshon-judkins,ojtce2im0wp2ltyel0vc,26,171,0,1,1,58,7,26.9,0,194,36
2025,receiving,170,Jaylin Noel,jaylin-noel,ehlm8w4afdqoisx1e6as,26,292,2,6,2,44,13,50,0,99,35
2025,receiving,171,KaVontae Turpin,kavontae-turpin,tayjlp1hgmm6rewgl1k4,26,396,2,5,2,86,16,61.5,0,214,38
2025,receiving,172,Isaiah Williams,isaiah-williams-3,rj2etltwzmlxyz1cfkeo,26,193,0,1,0,25,10,38.5,0,119,36
2025,receiving,173,Tyler Higbee,tyler-higbee,x1d4osiefibd04df6gow,25,281,3,6,0,24,17,68,0,140,36
2025,receiving,174,Jeremy McNichols,jeremy-mcnichols,xcrgrtlk6ukrshtlnr5e,25,196,0,1,0,24,10,40,0,222,31
2025,receiving,175,Brashard Smith,brashard-smith,xnf4x6b9a2yunsc0gaej,25,172,1,0,0,17,7,28,0,232,35
2025,receiving,176,Devaughn Vele,devaughn-vele,fa3dwsu8nxzkbf2knczm,25,293,2,0,0,17,19,76,0,34,39
2025,receiving,177,Davis Allen,davis-allen,iweydtcrfchsl3mt6jtd,24,208,3,2,0,27,12,50,0,137,33
2025,receiving,178,Brandin Cooks,brandin-cooks,krz3gv9jjs92arlctvqf,24,279,0,4,1,50,14,58.3,0,43,36
2025,receiving,179,Ty Johnson,ty-johnson-x3152,zruhihypizhtgpvsaj3c,24,263,2,3,1,52,13,54.2,1,301,33
2025,receiving,180,Kyle Juszczyk,kyle-juszczyk,tsejiiddtouukwyyqr9q,24,213,2,3,0,25,10,41.7,0,109,28
2025,receiving,181,Woody Marks,woody-marks,y5ntpcenhhhv98uz2fys,24,208,3,3,1,50,7,29.2,0,223,36
2025,receiving,182,David Montgomery,david-montgomery,csz0c9roa4pqsccothxg,24,192,0,1,0,23,11,45.8,0,199,29
2025,receiving,183,Luke Musgrave,luke-musgrave,jchchyfhiycpvm5zzn2y,24,252,0,5,0,26,11,45.8,1,69,31
2025,receiving,184,Kalif Raymond,kalif-raymond,dpdv6dm0almcbjdppizx,24,289,1,4,0,30,14,58.3,0,157,30
2025,receiving,185,Cam Skattebo,cam-skattebo,hlggiqdfvj1f4kntkafr,24,207,2,1,0,21,11,45.8,0,209,32
2025,receiving,186,Darren Waller,darren-waller,loyehiyzcu2lexjk7plq,24,283,6,5,0,34,19,79.2,0,73,34
2025,receiving,187,Jeremy Ruckert,jeremy-ruckert,bcqcta7r1uee3rqhejdh,23,179,1,1,0,24,8,34.8,0,99,29
2025,receiving,188,DeAndre Hopkins,deandre-hopkins,snvo6holyfdjmrlqxqxu,22,330,2,5,1,41,15,68.2,0,65,39
2025,receiving,189,Bam Knight,bam-knight,mjxnlzlnnwlfqayeybut,22,160,1,1,0,20,10,45.4,0,151,31
2025,receiving,190,Josh Palmer,josh-palmer,woswdfrtxnsfgzsjvsxx,22,303,0,4,1,45,13,59.1,0,54,37
2025,receiving,191,Demarcus Robinson,demarcus-robinson,cokassoz2z7hb4wk2krh,22,276,1,5,0,31,15,68.2,0,36,35
2025,receiving,192,Isaiah Davis,isaiah-davis,x6r9a5xhtaklbvnqmtw7,21,186,0,2,0,26,8,38.1,0,189,28
2025,receiving,193,Noah Gray,noah-gray,bpmlguml8jth2rbdfyp5,21,178,0,1,0,28,9,42.9,0,107,37
2025,receiving,194,Justice Hill,justice-hill,fuodbrwvianete2gy5ag,21,169,1,1,0,37,6,28.6,0,184,27
2025,receiving,195,Tyreek Hill,tyreek-hill,gg73gnfivrn80oyqwazl,21,265,1,4,1,47,17,81,0,57,29
2025,receiving,196,Austin Hooper,austin-hooper,dd0j9ccd8fxokl48alzg,21,263,2,6,0,31,13,61.9,0,86,26
2025,receiving,197,Cedric Tillman,cedric-tillman-2,xust9v3gob1qqwhziugh,21,270,2,6,1,42,13,61.9,0,62,39
2025,receiving,198,Jack Bech,jack-bech,feplgtl0x1svqen9szwv,20,224,0,2,0,37,11,55,0,68,29
2025,receiving,199,Dyami Brown,dyami-brown,addv9eheok1jj7amfkpb,20,227,1,2,0,39,13,65,0,31,37
2025,receiving,200,Zach Charbonnet,zach-charbonnet,cuuyog0lpxfaj0y0huvp,20,144,0,1,0,21,7,35,0,123,24
2025,receiving,201,Adam Trautman,adam-trautman,bqsgkwkfolczyrxmdp1j,20,195,1,3,0,26,11,55,0,104,23
2025,receiving,202,Tyler Badie,tyler-badie,ghhul5piv9vzeih6atsj,19,141,0,0,0,19,9,47.4,0,210,31
2025,receiving,203,Rashod Bateman,rashod-bateman,gtktmsfcxc1eijwpwzyq,19,224,2,3,0,36,12,63.2,0,39,38
2025,receiving,204,Daniel Bellinger,daniel-bellinger,nvabdu88h2cvroeygabo,19,286,2,4,1,44,14,73.7,0,132,26
2025,receiving,205,Mitchell Evans,mitchell-evans,yruhsxdnyfaa7iswn1dp,19,171,2,2,0,25,9,47.4,0,108,25
2025,receiving,206,Tanner Hudson,tanner-hudson,pyl2bpjw0vy4idcseama,19,168,2,1,0,33,8,42.1,0,83,24
2025,receiving,207,Isiah Pacheco,isiah-pacheco,hkqb4imkum3vxxkwuetl,19,101,1,1,0,31,4,21,0,121,26
